step,mean
1125,65.8
1126,67.2
1127,67.5
1128,65.9
1129,63.9
1130,50.2
1131,25.4
1132,15.6
1133,15.8
1134,15.9
1135,19.1
1136,42.8
1137,61.7
1138,41.1
1139,27.3
1140,26.7
1141,16.7
1142,19.1
1143,28.7
1144,41.6
1145,59.7
1146,52.4
1147,16.4
1148,16.5
1149,16.5
1150,16.5
1151,16.4
1152,43.5
1153,62.5
1154,63.2
1155,61.9
1156,63.3
1157,62.6
1158,62.7
1159,63.1
1160,62.1
1161,61.7
1162,62.6
1163,37.3
1164,20.0
1165,16.7
1166,16.6
1167,16.4
1168,31.4
1169,58.8
1170,63.1
1171,63.3
1172,62.3
1173,61.4
1174,61.2
1175,52.7
1176,26.5
1177,61.7
1178,53.9
1179,21.7
1180,24.3
1181,39.9
1182,61.9
1183,62.3
1184,62.2
1185,48.6
1186,14.4
1187,14.6
1188,14.4
1189,14.5
1190,14.2
1191,13.7
1192,15.2
1193,33.5
1194,63.1
1195,58.8
1196,53.0
1197,60.1
1198,65.3
1199,65.0
1200,63.2
1201,58.4
1202,57.2
1203,52.8
1204,61.6
1205,50.6
1206,51.6
1207,23.8
1208,15.4
1209,15.4
1210,15.4
1211,14.4
1212,13.6
1213,11.3
1214,16.1
1215,35.5
1216,65.1
1217,59.0
1218,52.6
1219,56.2
1220,39.5
1221,29.5
1222,65.4
1223,65.1
1224,60.9
1225,62.3
1226,63.0
1227,62.7
1228,31.7
1229,23.5
1230,61.7
1231,60.8
1232,60.9
1233,45.8
1234,21.2
1235,19.8
1236,19.6
1237,41.1
1238,63.0
1239,63.3
1240,64.2
1241,41.7
1242,19.7
1243,18.5
1244,18.8
1245,42.5
1246,65.1
1247,66.1
1248,65.4
1249,65.4
1250,56.0
1251,40.5
1252,35.4
1253,62.4
1254,66.3
1255,64.9
1256,62.9
1257,62.9
1258,63.7
1259,40.2
1260,17.1
1261,17.6
1262,17.4
1263,17.5
1264,17.3
1265,16.8
1266,16.7
1267,41.3
1268,65.6
1269,64.6
1270,64.7
1271,64.7
1272,62.5
1273,61.5
1274,62.4
1275,43.4
1276,29.5
1277,47.1
1278,57.4
1279,60.5
1280,63.9
1281,63.7
1282,63.7
1283,58.7
1284,52.6
1285,57.8
1286,62.3
1287,61.1
1288,61.1
1289,40.3
1290,21.4
1291,21.3
1292,36.4
1293,57.0
1294,63.5
1295,63.0
1296,41.5
1297,18.1
1298,15.0
1299,15.8
1300,16.0
1301,15.7
1302,16.0
1303,20.4
1304,38.8
1305,56.2
1306,61.2
1307,61.1
1308,58.1
1309,34.8
1310,15.0
1311,14.8
1312,15.0
1313,15.1
1314,18.1
1315,22.8
1316,42.6
1317,63.1
1318,63.7
1319,63.8
1320,63.7
1321,62.8
1322,62.7
1323,62.6
1324,62.7
1325,63.3
1326,60.7
1327,57.5
1328,58.8
1329,62.1
1330,58.7
1331,54.3
1332,60.4
1333,62.4
1334,62.7
